SV_ID,Property_Name,BHK,Property_Type,City,Primary_USP,OTA_Platform,Current_Title,Current_Len,Suggested_Title,Suggested_Len,Limit,Status,Change_Rationale,Listing_URL
256,La Bougainvillea Heritage Home,5,Villa,Goa,Private Pool,Booking.com,StayVista's La Bougainvillea - Heritage Home - 5BHK Villa with Private Pool & Bathtub,85,La Bougainvillea Heritage Home by StayVista - 5BHK,50,50,ready_to_sync,Fixed length overflow: was 85/50 chars (truncated in search cards),https://www.booking.com/hotel/in/la-bougainvillea.html
256,La Bougainvillea Heritage Home,5,Villa,Goa,Private Pool,MakeMyTrip,StayVista at La Bougainvillea Heritage Home,43,5BHK Villa • Private Pool • Goa,31,50,ready_to_sync,Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901101503358355&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
242,Cascades,3,Villa,Lonavala,Pool,Agoda,Cascades by Vista Rooms,23,"3-Bedroom Cascades Villa, Lonavala w/ Pool",42,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/cascades-by-vista-rooms/hotel/malavli-in.html
242,Cascades,3,Villa,Lonavala,Pool,Airbnb,3R+Pvt Pool+Lawn+StayVista Cascades@Lonavala,44,3BHK Cascades • Pool & Mountain View,36,44,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/1421515422003188762
242,Cascades,3,Villa,Lonavala,Pool,Booking.com,"Cascades Villa by VEO, StayVista - 3BHK with Pet Friendly & Mountain View",73,Cascades Villa by StayVista - 3BHK w/ Pool,42,50,ready_to_sync,Fixed length overflow: was 73/50 chars (truncated in search cards),https://www.booking.com/hotel/in/cascades-by-vista-rooms.html
242,Cascades,3,Villa,Lonavala,Pool,MakeMyTrip,StayVista | Cascades 3 BHK Pool Villa,37,3BHK Cascades Villa • Pool • Lonavala,37,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901071709535563&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
222,Greenwoods  5,5,Villa,Lonavala,Private Pool,Agoda,StayVista at Greenwoods Villa 5,31,5-Bedroom Greenwoods  5 Villa in Lonavala,41,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/5bhk-greenwoods-with-pvt-pool-tt-table-games-h10603209/hotel/lonavala-in.html
222,Greenwoods  5,5,Villa,Lonavala,Private Pool,Airbnb,5BR|Lawn+Pool|StayVista|Greenwoods Villa 5@Lonavla,50,5BHK Greenwoods  5 • Private Pool & Lawn,40,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/1559185170074047399
222,Greenwoods  5,5,Villa,Lonavala,Private Pool,Booking.com,"StayVista's Greenwoods Villa 5 - City-Center Villa with Private Pool, Terrace, Lift & Music System",98,Greenwoods  5 Villa - 5BHK with Private Pool,44,50,ready_to_sync,Fixed length overflow: was 98/50 chars (truncated in search cards),https://www.booking.com/hotel/in/greenwoods-villa-5.html
222,Greenwoods  5,5,Villa,Lonavala,Private Pool,MakeMyTrip,StayVista | Greenwoods Five 5 BHK Villa,39,5BHK Greenwoods  5 Villa • Private Pool • Lonavala,50,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901091559067780&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
282,The Kathguni,3,Villa,Manali,Lawn,Agoda,StayVista at The Kathguni House,31,"3-Bedroom The Kathguni Villa, Manali w/ Lawn",44,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/the-kathguni-house-by-vista-rooms/hotel/manali-in.html
282,The Kathguni,3,Villa,Manali,Lawn,Airbnb,The Kathguni House | 3BHK Luxury Cottage with Lawn,50,3BHK The Kathguni Villa w/ Lawn,31,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.airbnb.co.in/rooms/31177522
282,The Kathguni,3,Villa,Manali,Lawn,Booking.com,The Kathguni House by StayVista - Luxury Cottage with Lawn,58,The Kathguni Villa by StayVista - 3BHK w/ Lawn,46,50,ready_to_sync,Fixed length overflow: was 58/50 chars (truncated in search cards),https://www.booking.com/hotel/in/the-kathguni-house-by-vista-rooms.html
282,The Kathguni,3,Villa,Manali,Lawn,MakeMyTrip,StayVista | Kathguni House 3 BHK Villa,38,3BHK The Kathguni Villa • Lawn • Manali,39,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201903221217588326&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
317,Shubmann,3,Villa,Wada,Private Pool,Agoda,StayVista at Shubmann Villa with Pvt Pool & River View,54,"3-Bedroom Shubmann Villa, Wada w/ Private Pool",46,50,ready_to_sync,Fixed length overflow: was 54/50 chars (truncated in search cards),https://www.agoda.com/en-in/shubmann-by-vista-rooms/hotel/mumbai-in.html
317,Shubmann,3,Villa,Wada,Private Pool,Airbnb,StayVista at Shubmann Villa w / River View - Wada,49,3BHK Shubmann • Private Pool & River View,41,44,ready_to_sync,Fixed length overflow: was 49/44 chars (truncated in search cards); Removed redundant brand name on Airbnb (saves space for top USP),https://www.airbnb.co.in/rooms/32174190
317,Shubmann,3,Villa,Wada,Private Pool,Booking.com,StayVista's Shubmann Villa - Wada - 3BHK with River View & Private Pool,71,Shubmann Villa by StayVista - 3BHK w/ Private Pool,50,50,ready_to_sync,Fixed length overflow: was 71/50 chars (truncated in search cards),https://www.booking.com/hotel/in/shumann-by-vista-rooms-wada.html
317,Shubmann,3,Villa,Wada,Private Pool,MakeMyTrip,StayVista | Shubmann 3 BHK Villa,32,3BHK Shubmann Villa • Private Pool • Wada,41,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201905211619441589&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
373,The Hideout Farms,2,Villa,India,Pool,Agoda,StayVista at The Hideout Farms - Kurukshetra,44,"2-Bedroom The Hideout Farms Villa, India w/ Pool",48,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/the-hideout-by-vista-rooms/hotel/kharar-in.html
373,The Hideout Farms,2,Villa,India,Pool,Airbnb,StayVista at The Hideout Farms | 2BR Pool Villa,47,2BHK The Hideout Farms Villa w/ Pool,36,44,ready_to_sync,"Fixed length overflow: was 47/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/33502735
373,The Hideout Farms,2,Villa,India,Pool,Booking.com,The Hideout Farms - Kurukshetra by StayVista - 2BHK Villa with Swimming Pool & Farm Experience,94,The Hideout Farms Villa - 2BHK with Pool,40,50,ready_to_sync,Fixed length overflow: was 94/50 chars (truncated in search cards),https://www.booking.com/hotel/in/hideout-by-vista-rooms.html
373,The Hideout Farms,2,Villa,India,Pool,MakeMyTrip,StayVista at The Hideout Farm,29,2BHK The Hideout Farms Villa • Pool • India,43,50,ready_to_sync,Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201906281703073304&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
432,Padam Hill,3,Villa,Kasauli,Bonfire,Agoda,StayVista at Padam Hill,23,"3-Bedroom Padam Hill Villa, Kasauli w/ Bonfire",46,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/padam-hill-by-vista-rooms/hotel/kasauli-in.html
432,Padam Hill,3,Villa,Kasauli,Bonfire,Airbnb,3bhk Heritage Villa in Kasauli w/ Bonfire,41,3BHK Padam Hill Villa w/ Bonfire,32,44,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.airbnb.co.in/rooms/661373608736527784
432,Padam Hill,3,Villa,Kasauli,Bonfire,Booking.com,StayVista's Padam Hill - 3BHK Pet-Friendly Mountain-View Villa,62,Padam Hill Villa by StayVista - 3BHK w/ Bonfire,47,50,ready_to_sync,Fixed length overflow: was 62/50 chars (truncated in search cards),https://www.booking.com/hotel/in/padam-hill-by-vista-rooms.html
432,Padam Hill,3,Villa,Kasauli,Bonfire,MakeMyTrip,StayVista at Padam Hill,23,3BHK Padam Hill Villa • Bonfire • Kasauli,41,50,ready_to_sync,Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201906281930462472&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
187,"Gram's at Shivom, Pawna Lake by",3,Villa,Lonavala,Pool,Agoda,"Gram's at Shivom, Pawna Lake by StayVista",41,3-Bedroom Villa in Lonavala w/ Pool,35,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/shivom-villa-3-by-vista-rooms/hotel/lonavala-in.html
187,"Gram's at Shivom, Pawna Lake by",3,Villa,Lonavala,Pool,Airbnb,"Gram's at Shivom, Pawna Lake by StayVista",41,"3BHK Gram's at Shivom, Pawna Lake by w/ Pool",44,44,ready_to_sync,Removed redundant brand name on Airbnb (saves space for top USP),https://www.airbnb.co.in/rooms/1365044094877344085
187,"Gram's at Shivom, Pawna Lake by",3,Villa,Lonavala,Pool,Booking.com,StayVista's Gram's at Shivom - Pawna - Shared Pool & Lawn,57,"Gram's at Shivom, Pawna Lake by by StayVista - 3BH",50,50,ready_to_sync,Fixed length overflow: was 57/50 chars (truncated in search cards),https://www.booking.com/hotel/in/shivom-villa-8.html
187,"Gram's at Shivom, Pawna Lake by",3,Villa,Lonavala,Pool,MakeMyTrip,"Gram's at Shivom, Pawna Lake by StayVista",41,3BHK Villa • Pool • Lonavala,28,50,ready_to_sync,Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202510081720513114&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
473,The Owl  by VEO,4,House,Jaipur,Lawn,Agoda,The Owl House by VEO - Part of StayVista,40,"4-Bedroom The Owl  by VEO House, Jaipur w/ Lawn",47,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/the-owl-house-by-vista-rooms/hotel/kalwad-kalan-and-khurd-in.html
473,The Owl  by VEO,4,House,Jaipur,Lawn,Airbnb,4BR|Peaceful stay|StayVista| The Owl House @Jaipur,50,4BHK The Owl  by VEO House w/ Lawn,34,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/35590446
473,The Owl  by VEO,4,House,Jaipur,Lawn,Booking.com,"The Owl House by VEO, StayVista - 4BHK with Pet Friendly & Terrace",66,The Owl  by VEO House by StayVista - 4BHK w/ Lawn,49,50,ready_to_sync,Fixed length overflow: was 66/50 chars (truncated in search cards),https://www.booking.com/hotel/in/the-owl-house-by-vista-rooms-jaipur.html
473,The Owl  by VEO,4,House,Jaipur,Lawn,MakeMyTrip,The Owl House by VEO - Part of StayVista,40,4BHK The Owl  by VEO House • Lawn • Jaipur,42,50,ready_to_sync,Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201909131841315734&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
308,Tall Silver,2,Villa,Coorg,Infinity Pool,Agoda,StayVista at Tall Silver,24,2-Bedroom Tall Silver Villa in Coorg,36,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/tall-silver-by-vista-rooms-h10696433/hotel/coorg-in.html
308,Tall Silver,2,Villa,Coorg,Infinity Pool,Airbnb,2BR| Pool+Brkfst |StayVista| Tall Silver@Karnataka,50,2BHK Tall Silver Villa w/ Infinity Pool,39,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/39589386
308,Tall Silver,2,Villa,Coorg,Infinity Pool,Booking.com,StayVista's Tall Silver - 2BHK Forest-View Villa with Infinity Pool,67,Tall Silver Villa - 2BHK with Infinity Pool,43,50,ready_to_sync,Fixed length overflow: was 67/50 chars (truncated in search cards),https://www.booking.com/hotel/in/tall-silver-by-vista-rooms.html
308,Tall Silver,2,Villa,Coorg,Infinity Pool,MakeMyTrip,StayVista | Villa Tall Silver,29,2BHK Tall Silver Villa • Infinity Pool • Coorg,46,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+'); Added prominent BHK prefix for domestic filter matching",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201904051708438613&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
423,Mistletoe,6,House,Nainital,Mountain View,Agoda,Mistletoe House by VEO - Part of StayVista,42,6-Bedroom Mistletoe House in Nainital,37,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/mistletoe-house-by-vista-rooms-h10696439/hotel/nainital-in.html
423,Mistletoe,6,House,Nainital,Mountain View,Airbnb,"Bhimtal | 6BR Mistletoe House w/Cook, Wifi & Lawn",49,6BHK Mistletoe • Mountain View & Lawn,37,44,ready_to_sync,"Fixed length overflow: was 49/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.airbnb.co.in/rooms/1734496875518022622
423,Mistletoe,6,House,Nainital,Mountain View,Booking.com,"Mistletoe House by VEO, StayVista - 6BHK with Mountain View & Bonfire",69,Mistletoe House - 6BHK with Mountain View,41,50,ready_to_sync,Fixed length overflow: was 69/50 chars (truncated in search cards),https://www.booking.com/hotel/in/mistletoe-house.html
423,Mistletoe,6,House,Nainital,Mountain View,MakeMyTrip,StayVista | Mistletoe House,27,6BHK Mistletoe House • Mountain View • Nainital,47,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+'); Added prominent BHK prefix for domestic filter matching",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201906281929365708&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
451,The Lilly Ooty,4,Villa,Ooty,Private Pool,Agoda,StayVista at The Lilly Ooty with Breakfast,42,4-Bedroom The Lilly Ooty Villa in Ooty,38,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/the-lilly-by-vista-rooms/hotel/ooty-in.html
451,The Lilly Ooty,4,Villa,Ooty,Private Pool,Airbnb,4BR|Majestic Views+Hill|StayVista| The Lilly @Ooty,50,4BHK The Lilly Ooty Villa w/ Private Pool,41,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/35206601
451,The Lilly Ooty,4,Villa,Ooty,Private Pool,Booking.com,The Lilly by StayVista - 4BHK Mountain-View Villa with Bar,58,The Lilly Ooty Villa - 4BHK with Private Pool,45,50,ready_to_sync,Fixed length overflow: was 58/50 chars (truncated in search cards),https://www.booking.com/hotel/in/the-lilly-by-vista-rooms.html
451,The Lilly Ooty,4,Villa,Ooty,Private Pool,MakeMyTrip,StayVista | The Lilly 4 BHK Villa,33,4BHK The Lilly Ooty Villa • Private Pool • Ooty,47,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201906281847298425&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
357,in the Clouds,3,Cottage,Mussoorie,Mountain View,Agoda,StayVista at Cottage in the Clouds,34,3-Bedroom in the Clouds Cottage in Mussoorie,44,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/cottage-in-the-clouds-by-vista-rooms/hotel/mussoorie-in.html
357,in the Clouds,3,Cottage,Mussoorie,Mountain View,Airbnb,StayVista at Cottage In The Clouds,34,3BHK in the Clouds • Mountain View & BBQ,40,44,ready_to_sync,Removed redundant brand name on Airbnb (saves space for top USP),https://www.airbnb.co.in/rooms/1734685855226959267
357,in the Clouds,3,Cottage,Mussoorie,Mountain View,Booking.com,Cottage in the Clouds by StayVista - 3BHK with Mountain View & BBQ,66,in the Clouds Cottage - 3BHK with Mountain View,47,50,ready_to_sync,Fixed length overflow: was 66/50 chars (truncated in search cards),https://www.booking.com/hotel/in/cottage-in-the-clouds-by-vista-rooms.html
357,in the Clouds,3,Cottage,Mussoorie,Mountain View,MakeMyTrip,StayVista at Cottage in the Clouds,34,3BHK in the Clouds • Mountain View • Mussoorie,46,50,ready_to_sync,Added prominent BHK prefix for domestic filter matching,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201907121635319157&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
691,Sullivan,5,Villa,Ooty,Mountain View,Agoda,Villa Sullivan by VEO - Part of StayVista,41,"5-Bedroom Sullivan Villa, Ooty w/ Mountain View",47,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/villa-sullivan-by-vista-rooms/hotel/ooty-in.html
691,Sullivan,5,Villa,Ooty,Mountain View,Airbnb,5BR| Nature Escape |StayVista| Villa Sullivan@Ooty,50,5BHK Sullivan • Mountain View & BBQ,35,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/39188162
691,Sullivan,5,Villa,Ooty,Mountain View,Booking.com,"Villa Sullivan by VEO, StayVista - 5BHK with Mountain View & BBQ",64,Sullivan Villa - 5BHK with Mountain View,40,50,ready_to_sync,Fixed length overflow: was 64/50 chars (truncated in search cards),https://www.booking.com/hotel/in/villa-sullivan-by-vista-rooms-ooty.html
691,Sullivan,5,Villa,Ooty,Mountain View,MakeMyTrip,StayVista | Villa Sullivan,26,5BHK Sullivan Villa • Mountain View • Ooty,42,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+'); Added prominent BHK prefix for domestic filter matching",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201910191701271659&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
689,Agastya,3,Villa,India,Mountain View,Agoda,Agastya Villa by VEO - Part of StayVista,40,"3-Bedroom Agastya Villa, India w/ Mountain View",47,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/boutique-homestay-in-heritage-town-of-badami/hotel/badami-in.html
689,Agastya,3,Villa,India,Mountain View,Airbnb,3BR Pet Friendly Villa w/Terrace @Badami Bangalore,50,3BHK Agastya Villa w/ Mountain View,35,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.airbnb.co.in/rooms/39009540
689,Agastya,3,Villa,India,Mountain View,Booking.com,"Agastya Villa by VEO, StayVista - 3BHK with Mountain View & Terrace",67,Agastya Villa by StayVista - 3BHK w/ Mountain View,50,50,ready_to_sync,Fixed length overflow: was 67/50 chars (truncated in search cards),https://www.booking.com/hotel/in/boutique-homestay-in-heritage-town-of-badami.html
689,Agastya,3,Villa,India,Mountain View,MakeMyTrip,StayVista | Agastya Villa,25,3BHK Agastya Villa • Mountain View • India,42,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+'); Added prominent BHK prefix for domestic filter matching",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201910151517104991&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
475,Kinara The Luxury Collection,4,Villa,Goa,Infinity Pool,Agoda,StayVista at Villa Kinara The Luxury Collection,47,4-Bedroom Villa in Goa w/ Infinity Pool,39,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/villa-kinara-by-vista-rooms/hotel/goa-in.html
475,Kinara The Luxury Collection,4,Villa,Goa,Infinity Pool,Airbnb,4BR|Luxury Pool Villa+Beach|StayVista| Kinara @Goa,50,4BHK Villa w/ Infinity Pool,27,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/1562970641426659589
475,Kinara The Luxury Collection,4,Villa,Goa,Infinity Pool,Booking.com,Villa Kinara - Reis Magos by StayVista - 4BHK with Infinity Pool & Jacuzzi,74,Kinara The Luxury Collection by StayVista - 4BHK I,50,50,ready_to_sync,Fixed length overflow: was 74/50 chars (truncated in search cards),https://www.booking.com/hotel/in/villa-kinara-by-vista-rooms.html
475,Kinara The Luxury Collection,4,Villa,Goa,Infinity Pool,MakeMyTrip,StayVista | Villa Kinara,24,4BHK Villa • Infinity Pool • Goa,32,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+'); Added prominent BHK prefix for domestic filter matching",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201907091201503554&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
536,EL Lodge,3,Villa,Lonavala,Private Pool,Agoda,EL Lodge by StayVista - your perfect getaway,44,"3-Bedroom EL Lodge Villa, Lonavala w/ Private Pool",50,50,ready_to_sync,Structured into clean standard formula: Size + Name + USP + Location,https://www.agoda.com/en-in/el-lodge-by-vista-rooms/hotel/lonavala-in.html
536,EL Lodge,3,Villa,Lonavala,Private Pool,Airbnb,3BR|Garden Pool|StayVista| El Lodge Villa@Lonavala,50,3BHK EL Lodge Villa w/ Private Pool,35,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/656122526722052274
536,EL Lodge,3,Villa,Lonavala,Private Pool,Booking.com,"EL Lodge by VEO, StayVista - 3BHK Villa with Alfresco Dining & Private Pool",75,EL Lodge Villa by StayVista - 3BHK w/ Private Pool,50,50,ready_to_sync,Fixed length overflow: was 75/50 chars (truncated in search cards),https://www.booking.com/hotel/in/el-lodge-by-vista-rooms.html
536,EL Lodge,3,Villa,Lonavala,Private Pool,MakeMyTrip,StayVista | EL Lodge 3 BHK Pool Villa,37,3BHK EL Lodge Villa • Private Pool • Lonavala,45,50,ready_to_sync,"Removed non-compliant/cluttered characters ('|', '@', '+')",https://www.makemytrip.com/hotels/hotel-details/?hotelId=201908281754079648&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey
435,Elevar,5,Villa,Karjat,Plunge Pool,Agoda,"StayVista's Elevar Villa - Elevate your stay with a Mountain-View, Terrace & Plunge Pool",88,"5-Bedroom Elevar Villa, Karjat w/ Plunge Pool",45,50,ready_to_sync,Fixed length overflow: was 88/50 chars (truncated in search cards),https://www.agoda.com/en-in/elysium-villa-by-vista-rooms/hotel/karjat-in.html
435,Elevar,5,Villa,Karjat,Plunge Pool,Airbnb,5BR Pvt Pool | StayVista Elevar Villa | Karjat Gem,50,5BHK Elevar • Plunge Pool & Mountain View,41,44,ready_to_sync,"Fixed length overflow: was 50/44 chars (truncated in search cards); Removed non-compliant/cluttered characters ('|', '@', '+'); Removed redundant brand name on Airbnb (saves space for top USP)",https://www.airbnb.co.in/rooms/1294694749244221921
435,Elevar,5,Villa,Karjat,Plunge Pool,Booking.com,"Elevar Villa by VEO, StayVista - 5BHK with Mountain View & Plunge Pool",70,Elevar Villa by StayVista - 5BHK w/ Plunge Pool,47,50,ready_to_sync,Fixed length overflow: was 70/50 chars (truncated in search cards),https://www.booking.com/hotel/in/elysium-villa-by-vista-rooms.html
